model	library	gt_name	gt_name_clean	name	ROUGE1	ROUGE2	csim	method	in_toks	out_toks
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Gastric cancer	Gastric cancer	Wnt signaling pathway, EGF receptor signaling pathway, Cell cycle regulation, TGF-beta signaling pathway, Apoptosis signaling pathway	0.0	0.0	0.25181322279953366	llm2geneset	1559	1652
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glioma	Glioma	MAPK/ERK Signaling Pathway, Receptor Tyrosine Kinase Signaling Pathway, PI3K-AKT Signaling Pathway, Cell Cycle Regulation, Apoptosis	0.0	0.0	0.3133333441476093	llm2geneset	1319	1654
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glucagon signaling pathway	Glucagon signaling pathway	AMPK signaling pathway, Calcium signaling pathway, Glycogen metabolism, GLP-1 receptor signaling pathway, cAMP signaling pathway	0.6666666666666666	0.5	0.7498463011730536	llm2geneset	1433	1647
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glutamatergic synapse	Glutamatergic synapse	Calcium signaling pathway, Glutamate receptor signaling pathway, G protein-coupled receptor signaling pathway, Phospholipase D signaling pathway	0.0	0.0	0.6287706513340827	llm2geneset	1492	2356
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glutathione metabolism	Glutathione metabolism	Glutathione metabolism, Antioxidant defense response, Thioredoxin-related processes, Detoxification of xenobiotics	1.0	1.0	0.9999987830067573	llm2geneset	1207	1292
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycerolipid metabolism	Glycerolipid metabolism	Glycerolipid metabolism, Glycerophospholipid metabolism, Lipid metabolism, Wax and wan fatty acid metabolism	1.0	1.0	0.9999987198925765	llm2geneset	1237	1464
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycerophospholipid metabolism	Glycerophospholipid metabolism	Phospholipid metabolism, Glycerolipid metabolism, Lipid biosynthetic process	0.5	0.0	0.8714743013378434	llm2geneset	1410	1980
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	Glycine metabolism, L-methionine metabolism	0.4	0.0	0.7743178326406719	llm2geneset	1124	1072
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	Glycolysis, Alcohol Metabolism, Citric Acid Cycle (Krebs Cycle)	0.5	0.0	0.7457885260589093	llm2geneset	1262	1165
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycosaminoglycan biosynthesis	Glycosaminoglycan biosynthesis	Heparan sulfate biosynthesis, Dermatan sulfate biosynthesis, Chondroitin sulfate biosynthesis	0.5	0.0	0.8243053269362587	llm2geneset	1248	1062
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycosaminoglycan degradation	Glycosaminoglycan degradation	Lysosomal storage disease metabolic pathway, Hyaluronan degradation, Glycosaminoglycan metabolic process	0.5	0.0	0.7616455725310486	llm2geneset	1079	1109
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycosphingolipid biosynthesis	Glycosphingolipid biosynthesis	Glycoprotein biosynthesis, GM2 gangliosidosis pathway	0.5	0.0	0.706323880316006	llm2geneset	1221	975
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycosylphosphatidylinositol (GPI) anchor biosynthesis	1.0	1.0	0.9845290591971853	llm2geneset	1096	1478
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	Tricarboxylic Acid (TCA) Cycle, Glycine Degradation	0.0	0.0	0.5401670995451436	llm2geneset	1118	931
gpt-4o-mini-2024-07-18	KEGG_2021_Human	GnRH secretion	GnRH secretion	Calcium signaling pathway, MAPK signaling pathway, PI3K-Akt signaling pathway, GnRH signaling pathway	0.5	0.0	0.6737183326783032	llm2geneset	1264	2114
gpt-4o-mini-2024-07-18	KEGG_2021_Human	GnRH signaling pathway	GnRH signaling pathway	Calcium signaling pathway, MAPK signaling pathway, GnRH signaling pathway	1.0	1.0	0.9999990272241348	llm2geneset	1383	1873
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Graft-versus-host disease	Graft-versus-host disease	MHC class I and II antigen processing and presentation, Antigen presentation, Natural killer cell-mediated cytotoxicity, Cytokine signaling in immune system, T cell activation	0.0	0.0	0.31705492307745453	llm2geneset	1183	1652
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Growth hormone synthesis, secretion and action	Growth hormone synthesis, secretion and action	cAMP signaling pathway, Growth hormone signaling pathway, MAPK signaling pathway, JAK-STAT signaling pathway, Insulin signaling pathway	0.3333333333333333	0.2	0.5915875191096926	llm2geneset	1464	1646
gpt-4o-mini-2024-07-18	KEGG_2021_Human	HIF-1 signaling pathway	HIF-1 signaling pathway	PI3K-AKT signaling pathway, Hypoxia-inducible factor (HIF) signaling pathway, Insulin signaling pathway, EGF signaling pathway, Cytokine signaling in immune system	0.75	0.3333333333333333	0.850921092740194	llm2geneset	1433	1397
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Hedgehog signaling pathway	Hedgehog signaling pathway	Hedgehog signaling pathway, IHH signaling pathway	1.0	1.0	1.0000000767192248	llm2geneset	1206	1588
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Hematopoietic cell lineage	Hematopoietic cell lineage	Cytokine signaling in immune system, T cell receptor signaling pathway, Hematopoietic cell lineage	1.0	1.0	0.999998978874404	llm2geneset	1388	1610
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Hepatitis B	Hepatitis B	MAPK signaling pathway, Cytokine signaling in immune system, Apoptosis signaling pathway, TGF-beta signaling pathway, Cell cycle regulation	0.0	0.0	0.22432112227181672	llm2geneset	1620	1695
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Hepatitis C	Hepatitis C	Interferon signaling pathway, Apoptosis signaling pathway, PI3K-Akt signaling pathway, Cytokine signaling in the immune system, TLR signaling pathway	0.0	0.0	0.29631182502862485	llm2geneset	1619	1678
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Hepatocellular carcinoma	Hepatocellular carcinoma	Wnt signaling pathway, MAPK signaling pathway, TGF-beta signaling pathway, Protein kinase B signaling pathway, Apoptosis signaling pathway	0.0	0.0	0.24725268619879437	llm2geneset	1650	1885
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Herpes simplex virus 1 infection	Herpes simplex virus 1 infection	Apoptosis, Cellular response to interferon gamma, Innate immune response, Antigen processing and presentation	0.0	0.0	0.24678948565328654	llm2geneset	2963	1494
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Hippo signaling pathway	Hippo signaling pathway	WNT signaling pathway, Catenin signaling pathway, Hippo signaling pathway, TGF-beta signaling pathway	1.0	1.0	0.9999991711314096	llm2geneset	1617	1573
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Histidine metabolism	Histidine metabolism	Histamine Degradation, Biogenic Amine Metabolism	0.5	0.0	0.6316528123439417	llm2geneset	1098	1480
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Homologous recombination	Homologous recombination	DNA damage response, DNA double-strand break repair, Homologous recombination, Sister chromatid recombination, Telomere maintenance	1.0	1.0	0.9999990116675492	llm2geneset	1142	1182
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Human T-cell leukemia virus 1 infection	Human T-cell leukemia virus 1 infection	Cell Cycle Regulation, Cytokine Signaling in Immune System, MAPK Signaling Pathway, Antigen Presentation via MHC Class I, Apoptosis Pathway	0.14285714285714285	0.0	0.3290403482484732	llm2geneset	1887	1626
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Human cytomegalovirus infection	Human cytomegalovirus infection	MAPK signaling pathway, Apoptosis signaling pathway, Cytokine signaling in immune system, Cell cycle regulation, Immune response	0.0	0.0	0.3290083126375709	llm2geneset	1867	1530
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Human immunodeficiency virus 1 infection	Human immunodeficiency virus 1 infection	CTR (cytoplasmic receptor) signaling pathway, Apoptosis signaling pathway, MAPK signaling pathway, T cell receptor signaling pathway, Cytokine signaling in immune system	0.0	0.0	0.23461457106048575	llm2geneset	1828	1810
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Human papillomavirus infection	Human papillomavirus infection	WNT signaling pathway, PI3K-Akt signaling pathway, Notch signaling pathway, Apoptosis signaling pathway, Extrinsic pathway of apoptosis	0.0	0.0	0.18346203589466398	llm2geneset	2345	1684
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Huntington disease	Huntington disease	Oxidative Phosphorylation, RNA Polymerase II Transcription, Apoptosis, Autophagy	0.0	0.0	0.3388965497464932	llm2geneset	2272	1912
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Hypertrophic cardiomyopathy	Hypertrophic cardiomyopathy	Muscle contraction, Integrin signaling pathway, Cardiac muscle contraction, Calcium signaling pathway	0.0	0.0	0.4215308468844402	llm2geneset	1370	1761
gpt-4o-mini-2024-07-18	KEGG_2021_Human	IL-17 signaling pathway	IL-17 signaling pathway	NF-kB signaling pathway, MAPK signaling pathway, Cytokine signaling in immune system, Extracellular matrix remodeling	0.5	0.3333333333333333	0.6232793297336294	llm2geneset	1358	1390
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Inflammatory bowel disease	Inflammatory bowel disease	Th17 cell differentiation, Cytokine signaling in the immune system, TNF signaling pathway, HLA class II antigen presentation, TGF-beta signaling pathway	0.0	0.0	0.28731746671185465	llm2geneset	1260	1569
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	Inflammatory mediator regulation of TRP channels	Calcium signaling pathway, Phospholipase signaling pathway, MAPK signaling pathway	0.0	0.0	0.37689247687813043	llm2geneset	1434	1909
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Influenza A	Influenza A	Type I Interferon Signaling Pathway, Apoptosis, Cytokine Signaling in the Immune System, Nuclear Factor Kappa B (NF-κB) Signaling Pathway, Viral RNA Sensing and Response Pathway	0.0	0.0	0.3058736563189214	llm2geneset	1735	1553
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Inositol phosphate metabolism	Inositol phosphate metabolism	Inositol phosphate metabolism, Phosphatidylinositol signaling pathway, PI3K-Akt signaling pathway	1.0	1.0	0.9999989127326311	llm2geneset	1339	1612
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Insulin resistance	Insulin resistance	Insulin signaling pathway, AMPK signaling pathway, TNF signaling pathway, Glycogen metabolism, MAPK signaling pathway	0.5	0.0	0.5618063969434874	llm2geneset	1452	1272
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Insulin secretion	Insulin secretion	Insulin secretion pathway, Calcium signaling pathway, Neurotransmitter release and synaptic transmission	1.0	1.0	0.8014694068368537	llm2geneset	1371	2530
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Insulin signaling pathway	Insulin signaling pathway	Insulin signaling pathway, Glycogen metabolism, mTOR signaling pathway, Regulation of lipid metabolism	1.0	1.0	0.9999998752393181	llm2geneset	1548	1338
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Intestinal immune network for IgA production	Intestinal immune network for IgA production	Cytokine signaling in immune system, Chemokine signaling pathway, T cell receptor signaling pathway, TGF-beta signaling pathway	0.16666666666666666	0.0	0.38650722896422746	llm2geneset	1199	2017
gpt-4o-mini-2024-07-18	KEGG_2021_Human	JAK-STAT signaling pathway	JAK-STAT signaling pathway	JAK-STAT signaling pathway, Cytokine-cytokine receptor interaction, Cytokine signaling in the immune system, Signal transduction pathways related to growth factors, Insulin signaling pathway	1.0	1.0	0.9999991482992225	llm2geneset	1630	1578
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	Kaposi sarcoma-associated herpesvirus infection	MAPK signaling pathway, PI3K-Akt signaling pathway, Cytokine signaling in the immune system, Apoptosis, Antigen processing and presentation	0.0	0.0	0.2617391904148555	llm2geneset	1744	1602
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Legionellosis	Legionellosis	Innate immune response, Cytokine signaling in the immune system, Heat shock response, Apoptosis signaling pathway	0.0	0.0	0.1923607034230512	llm2geneset	1211	1415
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Leishmaniasis	Leishmaniasis	TLR (Toll-like receptor) signaling pathway, Cytokine signaling in immune system, NF-kappaB signaling pathway, HLA class II antigen presentation pathway, TGF-beta signaling pathway	0.0	0.0	0.2508771095265749	llm2geneset	1330	1644
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Leukocyte transendothelial migration	Leukocyte transendothelial migration	Cell Adhesion Molecules (CAMs), Actin Cytoskeleton Organization, MAPK Signaling Pathway	0.0	0.0	0.3771201881755828	llm2geneset	1473	1647
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Linoleic acid metabolism	Linoleic acid metabolism	Cytochrome P450 metabolism, Arachidonic acid pathway, Phospholipid metabolism	0.3333333333333333	0.0	0.5421626862821939	llm2geneset	1161	1484
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Lipid and atherosclerosis	Lipid and atherosclerosis	PI3K-AKT signaling pathway, Apoptosis signaling pathway, NOD-like receptor signaling pathway, Cytokine-cytokine receptor interaction	0.0	0.0	0.2724370846424021	llm2geneset	1852	1672
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Long-term depression	Long-term depression	Calcium signaling pathway, Regulation of MAPK signaling	0.0	0.0	0.2188476356366283	llm2geneset	1249	2016
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Long-term potentiation	Long-term potentiation	Calcium signaling pathway, MAPK signaling pathway, Neurotransmitter receptor signaling pathway, cAMP signaling pathway	0.0	0.0	0.3099482383776473	llm2geneset	1278	2104
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Longevity regulating pathway	Longevity regulating pathway	AMPK signaling pathway, Insulin signaling pathway, Autophagy, Cellular response to stress, p53 signaling pathway	0.3333333333333333	0.0	0.5058708170682656	llm2geneset	1411	1488
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Lysine degradation	Lysine degradation	Histone methylation, Transcription regulation by chromatin modification, Collagen biosynthesis and modifying enzymes	0.0	0.0	0.3625908019639372	llm2geneset	1245	1764
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Lysosome	Lysosome	Lysosomal Transport, Glycosaminoglycan Catabolism	1.0	0.0	0.5823727691723426	llm2geneset	1510	1297
gpt-4o-mini-2024-07-18	KEGG_2021_Human	MAPK signaling pathway	MAPK signaling pathway	MAPK signaling pathway, Neurotrophin signaling pathway, EGF receptor signaling pathway, Cytokine signaling in immune system, Insulin signaling pathway	1.0	1.0	0.9999990407125094	llm2geneset	2186	1571
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Malaria	Malaria	Inflammatory response, Cytokine signaling in immune system, TGF-beta signaling pathway, Cell adhesion molecules (CAMs)	0.0	0.0	0.2186809945972495	llm2geneset	1334	1607
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Mannose type O-glycan biosynthesis	Mannose type O-glycan biosynthesis	None found.	0.0	0.0	0.1472580649917719	llm2geneset	1107	1403
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Maturity onset diabetes of the young	Maturity onset diabetes of the young	Pancreas Development, Regulation of Insulin Secretion, Glucose Metabolism, Neurogenesis	0.16666666666666666	0.0	0.34895674952382977	llm2geneset	1097	1453
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Measles	Measles	NF-kappa B signaling pathway, Apoptosis pathway, Interferon signaling pathway, Cytokine signaling in adaptive immunity, T cell receptor signaling pathway	0.0	0.0	0.21351209653917874	llm2geneset	1540	1703
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Melanogenesis	Melanogenesis	Wnt signaling pathway, Signal transduction by G proteins, Calcium signaling pathway, Melanocyte differentiation, cAMP signaling pathway	0.0	0.0	0.7187104041769153	llm2geneset	1381	2521
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Melanoma	Melanoma	PI3K-AKT signaling pathway, FGF signaling pathway, Cell cycle regulation, MAPK signaling pathway, Apoptosis pathway	0.0	0.0	0.27441720468536723	llm2geneset	1272	1418
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Metabolism of xenobiotics by cytochrome P450	Metabolism of xenobiotics by cytochrome P450	Metabolism of xenobiotics by cytochrome P450, Phase II metabolic process, Drug metabolism, Alcohol metabolism, Glutathione conjugation	1.0	1.0	0.9999606679239793	llm2geneset	1368	1563
gpt-4o-mini-2024-07-18	KEGG_2021_Human	MicroRNAs in cancer	MicroRNAs in cancer	Cell cycle regulation, Apoptosis signaling pathway, Notch signaling pathway	0.0	0.0	0.35293244279508396	llm2geneset	2215	1543
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Mineral absorption	Mineral absorption	Metal ion transport and homeostasis, Sodium transport and absorption, Zinc ion transport and homeostasis	0.5	0.0	0.49409117379146394	llm2geneset	1270	1871
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Mismatch repair	Mismatch repair	DNA mismatch repair, DNA replication, Replication fork protection, Base excision repair	1.0	1.0	0.862166872695778	llm2geneset	1058	1325
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Mitophagy	Mitophagy	Autophagy, Mitochondrial dynamics, MAPK signaling pathway	0.0	0.0	0.6876477516004709	llm2geneset	1250	1603
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Morphine addiction	Morphine addiction	Adrenoceptor signaling pathway, Phosphodiesterase signaling pathway, GABAergic signaling pathway, Dopaminergic signaling pathway	0.0	0.0	0.23347319191117477	llm2geneset	1351	1732
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Mucin type O-glycan biosynthesis	Mucin type O-glycan biosynthesis	O-glycan biosynthesis, Glycosylation, Protein glycosylation, Sialic acid biosynthesis	0.6	0.5	0.805187413197106	llm2geneset	1176	1540
gpt-4o-mini-2024-07-18	KEGG_2021_Human	N-Glycan biosynthesis	N-Glycan biosynthesis	N-glycan biosynthesis, Protein glycosylation, Endoplasmic reticulum associated degradation (ERAD) pathway	1.0	1.0	1.000000116824412	llm2geneset	1236	1524
gpt-4o-mini-2024-07-18	KEGG_2021_Human	NF-kappa B signaling pathway	NF-kappa B signaling pathway	NF-kB signaling pathway, Toll-like receptor signaling pathway, Apoptosis, Chemokine signaling pathway, Cytokine-cytokine receptor interaction	0.6	0.25	0.9554302429723648	llm2geneset	1399	2247
gpt-4o-mini-2024-07-18	KEGG_2021_Human	NOD-like receptor signaling pathway	NOD-like receptor signaling pathway	Interferon signaling pathway, Nuclear Factor kappa-light-chain-enhancer of activated B cells (NF-kB) signaling pathway, Inflammatory response, Apoptotic signaling pathway, Autophagy	0.4	0.25	0.6109328298805163	llm2geneset	1702	1431
